Name	Type	Species	Height	Weight	Abilities	Local_Num	National_Num	Catch_Rate	EV_Yield	Base_Friendship	Base_Exp	Growth_Rate	Egg_Groups	Gender	Egg_Cycles	Stats	Total	Learnset
Mega Mewtwo X	('Psychic', 'Fighting')	Genetic Pokemon	2.3	127.0	('Steadfast', '')	{'R/B/Y': 150, 'G/S/C': 249, 'FR/LG': 150, 'HG/SS': 254, 'X/Y': 151}	150	3	[0, 0, 0, 3, 0, 0]	0	351	Slow	Undiscovered		120	[106, 190, 100, 154, 100, 130]	780	[('Confusion', 1), ('Disable', 1), ('Barrier', 8), ('Swift', 15), ('Future Sight', 22), ('Psych Up', 29), ('Miracle Eye', 36), ('Mist', 43), ('Psycho Cut', 50), ('Amnesia', 57), ('Guard Swap', 64), ('Power Swap', 64), ('Psychic', 71), ('Me First', 79), ('Recover', 86), ('Safeguard', 93), ('Aura Sphere', 100)]
Mega Mewtwo Y	Psychic	Genetic Pokemon	1.5	33.0	('Insomnia', '')	{'R/B/Y': 150, 'G/S/C': 249, 'FR/LG': 150, 'HG/SS': 254, 'X/Y': 151}	150	3	[0, 0, 0, 3, 0, 0]	0	351	Slow	Undiscovered		120	[106, 150, 70, 194, 120, 140]	780	[('Confusion', 1), ('Disable', 1), ('Barrier', 8), ('Swift', 15), ('Future Sight', 22), ('Psych Up', 29), ('Miracle Eye', 36), ('Mist', 43), ('Psycho Cut', 50), ('Amnesia', 57), ('Guard Swap', 64), ('Power Swap', 64), ('Psychic', 71), ('Me First', 79), ('Recover', 86), ('Safeguard', 93), ('Aura Sphere', 100)]
Mew	Psychic	New Species Pokemon	0.4	4.0	('Synchronize', '')	{'R/B/Y': 151, 'G/S/C': 250, 'FR/LG': 151, 'HG/SS': 255}	151	45	[3, 0, 0, 0, 0, 0]	100	270	Medium Slow	Undiscovered		120	[100, 100, 100, 100, 100, 100]	600	[('Pound', 1), ('Transform', 1), ('Mega Punch', 10), ('Metronome', 20), ('Psychic', 30), ('Barrier', 40), ('Ancient Power', 50), ('Amnesia', 60), ('Me First', 70), ('Baton Pass', 80), ('Nasty Plot', 90), ('Aura Sphere', 100)]
Chikorita	Grass	Leaf Pokemon	0.9	6.4	('Overgrow', 'Leaf Guard')	{'G/S/C': 1, 'HG/SS': 1}	152	45	[0, 0, 0, 0, 1, 0]	50	64	Medium Slow	('Grass', 'Monster')	(87.5, 12.5)	20	[45, 49, 65, 49, 65, 45]	318	[('Growl', 1), ('Tackle', 1), ('Razor Leaf', 6), ('Poison Powder', 9), ('Synthesis', 12), ('Reflect', 17), ('Magical Leaf', 20), ('Natural Gift', 23), ('Sweet Scent', 28), ('Light Screen', 31), ('Body Slam', 34), ('Safeguard', 39), ('Aromatherapy', 42), ('Solar Beam', 45)]
Bayleef	Grass	Leaf Pokemon	1.2	15.8	('Overgrow', 'Leaf Guard')	{'G/S/C': 2, 'HG/SS': 2}	153	45	[0, 0, 1, 0, 1, 0]	50	142	Medium Slow	('Grass', 'Monster')	(87.5, 12.5)	20	[60, 62, 80, 63, 80, 60]	405	[('Growl', 1), ('Poison Powder', 1), ('Razor Leaf', 1), ('Tackle', 1), ('Razor Leaf', 6), ('Poison Powder', 9), ('Synthesis', 12), ('Reflect', 18), ('Magical Leaf', 22), ('Natural Gift', 26), ('Sweet Scent', 32), ('Light Screen', 36), ('Body Slam', 40), ('Safeguard', 46), ('Aromatherapy', 50), ('Solar Beam', 54)]
Meganium	Grass	Herb Pokemon	1.8	100.5	('Overgrow', 'Leaf Guard')	{'G/S/C': 3, 'HG/SS': 3}	154	45	[0, 0, 1, 0, 2, 0]	50	236	Medium Slow	('Grass', 'Monster')	(87.5, 12.5)	20	[80, 82, 100, 83, 100, 80]	525	[('Growl', 1), ('Poison Powder', 1), ('Razor Leaf', 1), ('Tackle', 1), ('Razor Leaf', 6), ('Poison Powder', 9), ('Synthesis', 12), ('Reflect', 18), ('Magical Leaf', 22), ('Natural Gift', 26), ('Petal Dance', 32), ('Sweet Scent', 34), ('Light Screen', 40), ('Body Slam', 46), ('Safeguard', 54), ('Aromatherapy', 60), ('Solar Beam', 66)]
Cyndaquil	Fire	Fire Mouse Pokemon	0.5	7.9	('Blaze', 'Flash Fire')	{'G/S/C': 4, 'HG/SS': 4, 'LA': 4}	155	45	[0, 0, 0, 0, 0, 1]	50	62	Medium Slow	Field	(87.5, 12.5)	20	[39, 52, 43, 60, 50, 65]	309	[('Leer', 1), ('Tackle', 1), ('Smoke Screen', 4), ('Ember', 10), ('Quick Attack', 13), ('Flame Wheel', 19), ('Defense Curl', 22), ('Swift', 28), ('Lava Plume', 31), ('Flamethrower', 37), ('Rollout', 40), ('Double -Edge', 46), ('Eruption', 49)]
Quilava	Fire	Volcano Pokemon	0.9	19.0	('Blaze', 'Flash Fire')	{'G/S/C': 5, 'HG/SS': 5, 'LA': 5}	156	45	[0, 0, 0, 1, 0, 1]	50	142	Medium Slow	Field	(87.5, 12.5)	20	[58, 64, 58, 80, 65, 80]	405	[('Leer', 1), ('Smoke Screen', 1), ('Tackle', 1), ('Smoke Screen', 4), ('Ember', 10), ('Quick Attack', 13), ('Flame Wheel', 20), ('Defense Curl', 24), ('Swift', 31), ('Lava Plume', 35), ('Flamethrower', 42), ('Rollout', 46), ('Double -Edge', 53), ('Eruption', 57)]
Typhlosion	Fire	Volcano Pokemon	1.7	79.5	('Blaze', 'Flash Fire')	{'G/S/C': 6, 'HG/SS': 6, 'LA': 6}	157	45	[0, 0, 0, 3, 0, 0]	50	240	Medium Slow	Field	(87.5, 12.5)	20	[78, 84, 78, 109, 85, 100]	534	[('Ember', 1), ('Gyro Ball', 1), ('Leer', 1), ('Smoke Screen', 1), ('Tackle', 1), ('Smoke Screen', 4), ('Ember', 10), ('Quick Attack', 13), ('Flame Wheel', 20), ('Defense Curl', 24), ('Swift', 31), ('Lava Plume', 35), ('Flamethrower', 42), ('Rollout', 46), ('Double -Edge', 53), ('Eruption', 57)]
Totodile	Water	Big Jaw Pokemon	0.6	9.5	('Torrent', 'Sheer Force')	{'G/S/C': 7, 'HG/SS': 7}	158	45	[0, 1, 0, 0, 0, 0]	50	63	Medium Slow	('Monster', 'Water 1')	(87.5, 12.5)	20	[50, 65, 64, 44, 48, 43]	314	[('Leer', 1), ('Scratch', 1), ('Water Gun', 6), ('Rage', 8), ('Bite', 13), ('Scary Face', 15), ('Ice Fang', 20), ('Thrash', 22), ('Crunch', 27), ('Slash', 29), ('Screech', 34), ('Aqua Tail', 36), ('Superpower', 41), ('Hydro Pump', 43)]
Croconaw	Water	Big Jaw Pokemon	1.1	25.0	('Torrent', 'Sheer Force')	{'G/S/C': 8, 'HG/SS': 8}	159	45	[0, 1, 1, 0, 0, 0]	50	142	Medium Slow	('Monster', 'Water 1')	(87.5, 12.5)	20	[65, 80, 80, 59, 63, 58]	405	[('Leer', 1), ('Scratch', 1), ('Water Gun', 1), ('Water Gun', 6), ('Rage', 8), ('Bite', 13), ('Scary Face', 15), ('Ice Fang', 21), ('Thrash', 24), ('Crunch', 30), ('Slash', 33), ('Screech', 39), ('Aqua Tail', 42), ('Superpower', 48), ('Hydro Pump', 51)]
Feraligatr	Water	Big Jaw Pokemon	2.3	88.8	('Torrent', 'Sheer Force')	{'G/S/C': 9, 'HG/SS': 9}	160	45	[0, 2, 1, 0, 0, 0]	50	239	Medium Slow	('Monster', 'Water 1')	(87.5, 12.5)	20	[85, 105, 100, 79, 83, 78]	530	[('Leer', 1), ('Rage', 1), ('Scratch', 1), ('Water Gun', 1), ('Water Gun', 6), ('Rage', 8), ('Bite', 13), ('Scary Face', 15), ('Ice Fang', 21), ('Thrash', 24), ('Agility', 30), ('Crunch', 32), ('Slash', 37), ('Screech', 45), ('Aqua Tail', 50), ('Superpower', 58), ('Hydro Pump', 63)]
Sentret	Normal	Scout Pokemon	0.8	6.0	('Run Away', 'Keen Eye', 'Frisk')	{'G/S/C': 19, 'HG/SS': 19, 'X/Y': 109}	161	255	[0, 1, 0, 0, 0, 0]	50	43	Medium Fast	Field	(50.0, 50.0)	15	[35, 46, 34, 35, 45, 20]	215	[('Foresight', 1), ('Scratch', 1), ('Defense Curl', 4), ('Quick Attack', 7), ('Fury Swipes', 13), ('Helping Hand', 16), ('Follow Me', 19), ('Slam', 25), ('Rest', 28), ('Sucker Punch', 31), ('Amnesia', 36), ('Baton Pass', 39), ('Me First', 42), ('Hyper Voice', 47)]
Furret	Normal	Long Body Pokemon	1.8	32.5	('Run Away', 'Keen Eye', 'Frisk')	{'G/S/C': 20, 'HG/SS': 20, 'X/Y': 110}	162	90	[0, 0, 0, 0, 0, 2]	50	145	Medium Fast	Field	(50.0, 50.0)	15	[85, 76, 64, 45, 55, 90]	415	[('Defense Curl', 1), ('Foresight', 1), ('Quick Attack', 1), ('Scratch', 1), ('Defense Curl', 4), ('Quick Attack', 7), ('Fury Swipes', 13), ('Helping Hand', 17), ('Follow Me', 21), ('Slam', 28), ('Rest', 32), ('Sucker Punch', 36), ('Amnesia', 42), ('Baton Pass', 46), ('Me First', 50), ('Hyper Voice', 56)]
Hoothoot	('Normal', 'Flying')	Owl Pokemon	0.7	21.2	('Insomnia', 'Keen Eye', 'Tinted Lens')	{'G/S/C': 15, 'HG/SS': 15, 'D/P': 106}	163	255	[1, 0, 0, 0, 0, 0]	50	52	Medium Fast	Flying	(50.0, 50.0)	15	[60, 30, 30, 36, 56, 50]	262	[('Growl', 1), ('Tackle', 1), ('Foresight', 5), ('Hypnosis', 9), ('Peck', 13), ('Reflect', 17), ('Confusion', 21), ('Take Down', 25), ('Air Slash', 29), ('Zen Headbutt', 33), ('Extrasensory', 37), ('Psycho Shift', 41), ('Roost', 45), ('Dream Eater', 49)]
Noctowl	('Normal', 'Flying')	Owl Pokemon	1.6	40.8	('Insomnia', 'Keen Eye', 'Tinted Lens')	{'G/S/C': 16, 'HG/SS': 16, 'D/P': 107}	164	90	[2, 0, 0, 0, 0, 0]	50	158	Medium Fast	Flying	(50.0, 50.0)	15	[100, 50, 50, 86, 96, 70]	452	[('Foresight', 1), ('Growl', 1), ('Hypnosis', 1), ('Sky Attack', 1), ('Tackle', 1), ('Foresight', 5), ('Hypnosis', 9), ('Peck', 13), ('Reflect', 17), ('Confusion', 22), ('Take Down', 27), ('Air Slash', 32), ('Zen Headbutt', 37), ('Extrasensory', 42), ('Psycho Shift', 47), ('Roost', 52), ('Dream Eater', 57)]
Ledyba	('Bug', 'Flying')	Five Star Pokemon	1.0	10.8	('Swarm', 'Early Bird', 'Rattled')	{'G/S/C': 30, 'HG/SS': 30, 'X/Y': 74, 'S/M': 20, 'US/UM': 20}	165	255	[0, 0, 0, 0, 1, 0]	50	53	Fast	Bug	(50.0, 50.0)	15	[40, 20, 30, 40, 80, 55]	265	[('Tackle', 1), ('Supersonic', 6), ('Comet Punch', 9), ('Light Screen', 14), ('Reflect', 14), ('Safeguard', 14), ('Mach Punch', 17), ('Baton Pass', 22), ('Silver Wind', 25), ('Agility', 30), ('Swift', 33), ('Double -Edge', 38), ('Bug Buzz', 41)]
Ledian	('Bug', 'Flying')	Five Star Pokemon	1.4	35.6	('Swarm', 'Early Bird', 'Iron Fist')	{'G/S/C': 31, 'HG/SS': 31, 'X/Y': 75, 'S/M': 21, 'US/UM': 21}	166	90	[0, 0, 0, 0, 2, 0]	50	137	Fast	Bug	(50.0, 50.0)	15	[55, 35, 50, 55, 110, 85]	390	[('Comet Punch', 1), ('Supersonic', 1), ('Tackle', 1), ('Supersonic', 6), ('Comet Punch', 9), ('Light Screen', 14), ('Reflect', 14), ('Safeguard', 14), ('Mach Punch', 17), ('Baton Pass', 24), ('Silver Wind', 29), ('Agility', 36), ('Swift', 41), ('Double -Edge', 48), ('Bug Buzz', 53)]
Spinarak	('Bug', 'Poison')	String Spit Pokemon	0.5	8.5	('Swarm', 'Insomnia', 'Sniper')	{'G/S/C': 32, 'HG/SS': 32, 'X/Y': 107, 'S/M': 22, 'US/UM': 22}	167	255	[0, 1, 0, 0, 0, 0]	50	50	Fast	Bug	(50.0, 50.0)	15	[40, 60, 40, 40, 40, 30]	250	[('Poison Sting', 1), ('String Shot', 1), ('Scary Face', 5), ('Constrict', 8), ('Leech Life', 12), ('Night Shade', 15), ('Shadow Sneak', 19), ('Fury Swipes', 22), ('Sucker Punch', 26), ('Spider Web', 29), ('Agility', 33), ('Pin Missile', 36), ('Psychic', 40), ('Poison Jab', 43)]
Ariados	('Bug', 'Poison')	Long Leg Pokemon	1.1	33.5	('Swarm', 'Insomnia', 'Sniper')	{'G/S/C': 33, 'HG/SS': 33, 'X/Y': 108, 'S/M': 23, 'US/UM': 23}	168	90	[0, 2, 0, 0, 0, 0]	50	140	Fast	Bug	(50.0, 50.0)	15	[70, 90, 70, 60, 70, 40]	400	[('Bug Bite', 1), ('Constrict', 1), ('Poison Sting', 1), ('Scary Face', 1), ('String Shot', 1), ('Scary Face', 5), ('Constrict', 8), ('Leech Life', 12), ('Night Shade', 15), ('Shadow Sneak', 19), ('Fury Swipes', 23), ('Sucker Punch', 28), ('Spider Web', 32), ('Agility', 37), ('Pin Missile', 41), ('Psychic', 46), ('Poison Jab', 50)]
Crobat	('Poison', 'Flying')	Bat Pokemon	1.8	75.0	('Inner Focus', 'Infiltrator')	{'G/S/C': 39, 'HG/SS': 39, 'R/S/E': 65, 'OR/AS': 67, 'D/P': 30}	169	90	[0, 0, 0, 0, 0, 3]	50	241	Medium Fast	Flying	(50.0, 50.0)	15	[85, 90, 80, 70, 80, 130]	535	[('Astonish', 1), ('Cross Poison', 1), ('Leech Life', 1), ('Screech', 1), ('Supersonic', 1), ('Supersonic', 5), ('Astonish', 9), ('Bite', 13), ('Wing Attack', 17), ('Confuse Ray', 21), ('Air Cutter', 27), ('Mean Look', 33), ('Poison Fang', 39), ('Haze', 45), ('Air Slash', 51)]
Chinchou	('Water', 'Electric')	Angler Pokemon	0.5	12.0	('Volt Absorb', 'Illuminate', 'Water Absorb')	{'G/S/C': 174, 'HG/SS': 176, 'R/S/E': 181, 'OR/AS': 190, 'X/Y': 147, 'S/M': 201, 'US/UM': 257, 'S/S': 220}	170	190	[1, 0, 0, 0, 0, 0]	50	66	Slow	Water 2	(50.0, 50.0)	20	[75, 38, 38, 56, 56, 67]	330	[('Bubble', 1), ('Supersonic', 1), ('Thunder Wave', 6), ('Flail', 9), ('Water Gun', 12), ('Confuse Ray', 17), ('Spark', 20), ('Take Down', 23), ('Bubble Beam', 28), ('Signal Beam', 31), ('Discharge', 34), ('Aqua Ring', 39), ('Hydro Pump', 42), ('Charge', 45)]
Lanturn	('Water', 'Electric')	Light Pokemon	1.2	22.5	('Volt Absorb', 'Illuminate', 'Water Absorb')	{'G/S/C': 175, 'HG/SS': 177, 'R/S/E': 182, 'OR/AS': 191, 'X/Y': 148, 'S/M': 202, 'US/UM': 258, 'S/S': 221}	171	75	[2, 0, 0, 0, 0, 0]	50	161	Slow	Water 2	(50.0, 50.0)	20	[125, 58, 58, 76, 76, 67]	460	[('Bubble', 1), ('Supersonic', 1), ('Thunder Wave', 1), ('Thunder Wave', 6), ('Flail', 9), ('Water Gun', 12), ('Confuse Ray', 17), ('Spark', 20), ('Take Down', 23), ('Spit Up', 27), ('Stockpile', 27), ('Swallow', 27), ('Bubble Beam', 30), ('Signal Beam', 35), ('Discharge', 40), ('Aqua Ring', 47), ('Hydro Pump', 52), ('Charge', 57)]
Pichu	Electric	Tiny Mouse Pokemon	0.3	2.0	('Static', 'Lightning Rod')	{'G/S/C': 21, 'HG/SS': 21, 'R/S/E': 155, 'OR/AS': 162, 'D/P': 103}	172	190	[0, 0, 0, 0, 0, 1]	50	41	Medium Fast	Undiscovered	(50.0, 50.0)	10	[20, 40, 15, 35, 35, 60]	205	[('Charm', 1), ('Thunder Shock', 1), ('Tail Whip', 5), ('Thunder Wave', 10), ('Sweet Kiss', 13), ('Nasty Plot', 18)]
Cleffa	Fairy	Star Shape Pokemon	0.3	3.0	('Cute Charm', 'Magic Guard', 'Friend Guard')	{'G/S/C': 40, 'HG/SS': 40, 'D/P': 99}	173	150	[0, 0, 0, 0, 1, 0]	140	44	Fast	Undiscovered	(25.0, 75.0)	10	[50, 25, 28, 45, 55, 15]	218	[('Charm', 1), ('Pound', 1), ('Encore', 4), ('Sing', 7), ('Sweet Kiss', 10), ('Copycat', 13), ('Magical Leaf', 16)]
Igglybuff	('Normal', 'Fairy')	Balloon Pokemon	0.3	1.0	('Cute Charm', 'Competitive', 'Friend Guard')	{'G/S/C': 43, 'HG/SS': 43, 'R/S/E': 137, 'OR/AS': 142, 'B2/W2': 281, 'B/W': 281, 'X/Y': 119, 'S/M': 134, 'US/UM': 167}	174	170	[1, 0, 0, 0, 0, 0]	50	42	Fast	Undiscovered	(25.0, 75.0)	10	[90, 30, 15, 40, 20, 15]	210	[('Charm', 1), ('Sing', 1), ('Defense Curl', 5), ('Pound', 9), ('Sweet Kiss', 13), ('Copycat', 17)]
Togepi	Fairy	Spike Ball Pokemon	0.3	1.5	('Hustle', 'Serene Grace', 'Super Luck')	{'G/S/C': 46, 'HG/SS': 46, 'P': 173}	175	190	[0, 0, 0, 0, 1, 0]	50	49	Fast	Undiscovered	(87.5, 12.5)	10	[35, 20, 65, 40, 65, 20]	245	[('Charm', 1), ('Growl', 1), ('Metronome', 6), ('Sweet Kiss', 10), ('Yawn', 15), ('Encore', 19), ('Follow Me', 24), ('Wish', 28), ('Ancient Power', 33), ('Safeguard', 37), ('Baton Pass', 42), ('Double -Edge', 46), ('Last Resort', 51)]
Togetic	('Fairy', 'Flying')	Happiness Pokemon	0.6	3.2	('Hustle', 'Serene Grace', 'Super Luck')	{'G/S/C': 47, 'HG/SS': 47, 'P': 174}	176	75	[0, 0, 0, 0, 2, 0]	50	142	Fast	('Fairy', 'Flying')	(87.5, 12.5)	10	[55, 40, 85, 80, 105, 40]	405	[('Charm', 1), ('Growl', 1), ('Magical Leaf', 1), ('Metronome', 1), ('Sweet Kiss', 1), ('Metronome', 6), ('Sweet Kiss', 10), ('Yawn', 15), ('Encore', 19), ('Follow Me', 24), ('Wish', 28), ('Ancient Power', 33), ('Safeguard', 37), ('Baton Pass', 42), ('Double -Edge', 46), ('Last Resort', 51)]
Natu	('Psychic', 'Flying')	Tiny Bird Pokemon	0.2	2.0	('Synchronize', 'Early Bird', 'Magic Bounce')	{'G/S/C': 159, 'HG/SS': 161, 'R/S/E': 162, 'OR/AS': 169, 'US/UM': 252, 'S/S': 92}	177	190	[0, 0, 0, 1, 0, 0]	50	64	Medium Fast	Flying	(50.0, 50.0)	20	[40, 50, 45, 70, 45, 70]	320	[('Leer', 1), ('Peck', 1), ('Night Shade', 6), ('Teleport', 9), ('Lucky Chant', 12), ('Miracle Eye', 17), ('Me First', 20), ('Confuse Ray', 23), ('Wish', 28), ('Psycho Shift', 33), ('Future Sight', 36), ('Ominous Wind', 39), ('Guard Swap', 44), ('Power Swap', 44), ('Psychic', 47)]
Xatu	('Psychic', 'Flying')	Mystic Pokemon	1.5	15.0	('Synchronize', 'Early Bird', 'Magic Bounce')	{'G/S/C': 160, 'HG/SS': 162, 'R/S/E': 163, 'OR/AS': 170, 'US/UM': 253, 'S/S': 93}	178	75	[0, 0, 0, 1, 0, 1]	50	165	Medium Fast	Flying	(50.0, 50.0)	20	[65, 75, 70, 95, 70, 95]	470	[('Leer', 1), ('Peck', 1), ('Night Shade', 6), ('Teleport', 9), ('Lucky Chant', 12), ('Miracle Eye', 17), ('Me First', 20), ('Confuse Ray', 23), ('Tailwind', 27), ('Wish', 30), ('Psycho Shift', 37), ('Future Sight', 42), ('Ominous Wind', 47), ('Guard Swap', 54), ('Power Swap', 54), ('Psychic', 59)]
Mareep	Electric	Wool Pokemon	0.6	7.8	('Static', 'Plus')	{'G/S/C': 53, 'HG/SS': 53, 'B2/W2': 25, 'B/W': 25, 'X/Y': 127, 'US/UM': 162}	179	235	[0, 0, 0, 1, 0, 0]	50	56	Medium Slow	('Field', 'Monster')	(50.0, 50.0)	20	[55, 40, 40, 65, 45, 35]	280	[('Tackle', 1), ('Growl', 5), ('Thunder Shock', 10), ('Thunder Wave', 14), ('Cotton Spore', 19), ('Charge', 23), ('Discharge', 28), ('Signal Beam', 32), ('Light Screen', 37), ('Power Gem', 41), ('Thunder', 46)]
Flaaffy	Electric	Wool Pokemon	0.8	13.3	('Static', 'Plus')	{'G/S/C': 54, 'HG/SS': 54, 'B2/W2': 26, 'B/W': 26, 'X/Y': 128, 'US/UM': 163}	180	120	[0, 0, 0, 2, 0, 0]	50	128	Medium Slow	('Field', 'Monster')	(50.0, 50.0)	20	[70, 55, 55, 80, 60, 45]	365	[('Growl', 1), ('Tackle', 1), ('Thunder Shock', 1), ('Growl', 5), ('Thunder Shock', 10), ('Thunder Wave', 14), ('Cotton Spore', 20), ('Charge', 25), ('Discharge', 31), ('Signal Beam', 36), ('Light Screen', 42), ('Power Gem', 47), ('Thunder', 53)]
Ampharos	Electric	Light Pokemon	1.4	61.5	('Static', 'Plus')	{'G/S/C': 55, 'HG/SS': 55, 'B2/W2': 27, 'B/W': 27, 'X/Y': 129, 'US/UM': 164}	181	45	[0, 0, 0, 3, 0, 0]	50	230	Medium Slow	('Field', 'Monster')	(50.0, 50.0)	20	[90, 75, 85, 115, 90, 55]	510	[('Fire Punch', 1), ('Growl', 1), ('Tackle', 1), ('Thunder Shock', 1), ('Thunder Wave', 1), ('Growl', 5), ('Thunder Shock', 10), ('Thunder Wave', 14), ('Cotton Spore', 20), ('Charge', 25), ('Thunder Punch', 30), ('Discharge', 34), ('Signal Beam', 42), ('Light Screen', 51), ('Power Gem', 59), ('Thunder', 68)]
Mega Ampharos	('Electric', 'Dragon')	Light Pokemon	1.4	61.5	('Mold Breaker', '')	{'G/S/C': 55, 'HG/SS': 55, 'B2/W2': 27, 'B/W': 27, 'X/Y': 129, 'US/UM': 164}	181	45	[0, 0, 0, 3, 0, 0]	50	275	Medium Slow	('Field', 'Monster')	(50.0, 50.0)	20	[90, 95, 105, 165, 110, 45]	610	[('Fire Punch', 1), ('Growl', 1), ('Tackle', 1), ('Thunder Shock', 1), ('Thunder Wave', 1), ('Growl', 5), ('Thunder Shock', 10), ('Thunder Wave', 14), ('Cotton Spore', 20), ('Charge', 25), ('Thunder Punch', 30), ('Discharge', 34), ('Signal Beam', 42), ('Light Screen', 51), ('Power Gem', 59), ('Thunder', 68)]
Bellossom	Grass	Flower Pokemon	0.4	5.8	('Chlorophyll', 'Healer')	{'G/S/C': 86, 'HG/SS': 86, 'R/S/E': 91, 'OR/AS': 94, 'X/Y': 108, 'S/S': 58}	182	45	[0, 0, 0, 0, 3, 0]	50	221	Medium Slow	Grass	(50.0, 50.0)	20	[75, 80, 95, 90, 100, 50]	490	[('Mega Drain', 1), ('Stun Spore', 1), ('Sunny Day', 1), ('Sweet Scent', 1), ('Magical Leaf', 23), ('Leaf Storm', 53)]
Marill	('Water', 'Fairy')	Aqua Mouse Pokemon	0.4	8.5	('Thick Fat', 'Huge Power', 'Sap Sipper')	{'G/S/C': 130, 'HG/SS': 132, 'R/S/E': 55, 'OR/AS': 56, 'D/P': 125}	183	190	[2, 0, 0, 0, 0, 0]	50	88	Fast	('Fairy', 'Water 1')	(50.0, 50.0)	10	[70, 20, 50, 20, 50, 40]	250	[('Tackle', 1), ('Defense Curl', 2), ('Tail Whip', 7), ('Water Gun', 10), ('Rollout', 15), ('Bubble Beam', 18), ('Aqua Ring', 23), ('Double -Edge', 27), ('Rain Dance', 32), ('Aqua Tail', 37), ('Hydro Pump', 42)]
Azumarill	('Water', 'Fairy')	Aqua Rabbit Pokemon	0.8	28.5	('Thick Fat', 'Huge Power', 'Sap Sipper')	{'G/S/C': 131, 'HG/SS': 133, 'R/S/E': 56, 'OR/AS': 57, 'D/P': 126}	184	75	[3, 0, 0, 0, 0, 0]	50	189	Fast	('Fairy', 'Water 1')	(50.0, 50.0)	10	[100, 50, 80, 60, 80, 50]	420	[('Defense Curl', 1), ('Tackle', 1), ('Tail Whip', 1), ('Water Gun', 1), ('Defense Curl', 2), ('Tail Whip', 7), ('Water Gun', 10), ('Rollout', 15), ('Bubble Beam', 20), ('Aqua Ring', 27), ('Double -Edge', 33), ('Rain Dance', 40), ('Aqua Tail', 47), ('Hydro Pump', 54)]
Sudowoodo	Rock	Imitation Pokemon	1.2	38.0	('Sturdy', 'Rock Head', 'Rattled')	{'G/S/C': 106, 'HG/SS': 107, 'D/P': 93}	185	65	[0, 0, 2, 0, 0, 0]	50	144	Medium Fast	Mineral	(50.0, 50.0)	20	[70, 100, 115, 30, 65, 30]	410	[('Copycat', 1), ('Flail', 1), ('Low Kick', 1), ('Rock Throw', 1), ('Wood Hammer', 1), ('Flail', 6), ('Low Kick', 9), ('Rock Throw', 14), ('Mimic', 17), ('Block', 22), ('Faint Attack', 25), ('Rock Tomb', 30), ('Rock Slide', 33), ('Slam', 38), ('Sucker Punch', 41), ('Double -Edge', 46), ('Hammer Arm', 49)]
Politoed	Water	Frog Pokemon	1.1	33.9	('Water Absorb', 'Damp', 'Drizzle')	{'G/S/C': 75, 'HG/SS': 75, 'X/Y': 36, 'S/M': 152, 'US/UM': 185}	186	45	[0, 0, 0, 0, 3, 0]	50	225	Medium Slow	Water 1	(50.0, 50.0)	20	[90, 75, 75, 90, 100, 70]	500	[('Bubble Beam', 1), ('Double Slap', 1), ('Hypnosis', 1), ('Perish Song', 1), ('Bounce', 43), ('Swagger', 53)]
Hoppip	('Grass', 'Flying')	Cottonweed Pokemon	0.4	0.5	('Chlorophyll', 'Leaf Guard', 'Infiltrator')	{'G/S/C': 67, 'HG/SS': 67, 'X/Y': 135}	187	255	[0, 0, 0, 0, 1, 0]	50	50	Medium Slow	('Fairy', 'Grass')	(50.0, 50.0)	20	[35, 35, 40, 35, 55, 50]	250	[('Splash', 1), ('Synthesis', 4), ('Tail Whip', 7), ('Tackle', 10), ('Poison Powder', 12), ('Stun Spore', 14), ('Sleep Powder', 16), ('Bullet Seed', 19), ('Leech Seed', 22), ('Mega Drain', 25), ('Cotton Spore', 28), ('U -turn', 31), ('Worry Seed', 34), ('Giga Drain', 37), ('Bounce', 40), ('Memento', 43)]
Skiploom	('Grass', 'Flying')	Cottonweed Pokemon	0.6	1.0	('Chlorophyll', 'Leaf Guard', 'Infiltrator')	{'G/S/C': 68, 'HG/SS': 68, 'X/Y': 136}	188	120	[0, 0, 0, 0, 0, 2]	50	119	Medium Slow	('Fairy', 'Grass')	(50.0, 50.0)	20	[55, 45, 50, 45, 65, 80]	340	[('Splash', 1), ('Synthesis', 1), ('Tackle', 1), ('Tail Whip', 1), ('Synthesis', 4), ('Tail Whip', 7), ('Tackle', 10), ('Poison Powder', 12), ('Stun Spore', 14), ('Sleep Powder', 16), ('Bullet Seed', 20), ('Leech Seed', 24), ('Mega Drain', 28), ('Cotton Spore', 32), ('U -turn', 36), ('Worry Seed', 40), ('Giga Drain', 44), ('Bounce', 48), ('Memento', 52)]
